Date,Open,High,Low,Close
2006-04-13 14:30:00 +00:00,408.63,409.76,400.5,402.16
2006-04-17 14:30:00 +00:00,403.45,412.5,400.84,406.82
2006-04-18 14:30:00 +00:00,407.93,409.83,401.5,404.24
2006-04-19 14:30:00 +00:00,412.57,413.64,406.73,410.5
2006-04-20 14:30:00 +00:00,411.01,416,408.2,415
2006-04-21 14:30:00 +00:00,448.9,450.72,436.17,437.1
2006-04-24 14:30:00 +00:00,439.4,444.7,436.52,440.5
2006-04-25 14:30:00 +00:00,439.63,441.04,426,427.16
2006-04-26 14:30:00 +00:00,427.74,430.04,423.53,425.97
2006-04-27 14:30:00 +00:00,422.91,426.91,419.39,420.03
2006-04-28 14:30:00 +00:00,418.63,425.73,416.3,417.94
2006-05-01 14:30:00 +00:00,418.47,419.44,398.55,398.9
2006-05-02 14:30:00 +00:00,401.08,402.49,388.4,394.8
2006-05-03 14:30:00 +00:00,396.35,401.5,390.88,394.17
2006-05-04 14:30:00 +00:00,395.03,398.87,392.21,394.75
2006-05-05 14:30:00 +00:00,397.6,400.68,391.78,394.3
2006-05-08 14:30:00 +00:00,395.11,397.12,390.05,394.78
2006-05-09 14:30:00 +00:00,395.7,409,393.75,408.8
2006-05-10 14:30:00 +00:00,408.31,411.71,401.86,402.98
2006-05-11 14:30:00 +00:00,403.42,404.71,384.98,387
2006-05-12 14:30:00 +00:00,383.54,384.87,373.55,374.13
2006-05-15 14:30:00 +00:00,375.93,380.15,368.25,376.2
2006-05-16 14:30:00 +00:00,375.99,376.86,369.89,371.3
2006-05-17 14:30:00 +00:00,370.61,379.84,370.22,374.5
2006-05-18 14:30:00 +00:00,378.78,381.81,370.71,370.99
2006-05-19 14:30:00 +00:00,373.28,374.5,360.57,370.02
2006-05-22 14:30:00 +00:00,367.85,373.03,365.25,370.95
2006-05-23 14:30:00 +00:00,374.21,383.88,373.56,375.58
2006-05-24 14:30:00 +00:00,377.35,383.44,371.61,381.25
2006-05-25 14:30:00 +00:00,379.08,383,372.31,382.99
2006-05-26 14:30:00 +00:00,384.55,385.88,380.03,381.35
2006-05-30 14:30:00 +00:00,378.28,381,371.45,371.94
2006-05-31 14:30:00 +00:00,373.8,378.25,366.78,371.82
2006-06-01 14:30:00 +00:00,373.54,382.99,371.6,382.62
2006-06-02 14:30:00 +00:00,386.84,387.08,377.45,379.44
2006-06-05 14:30:00 +00:00,376.18,381.45,374.15,374.44
2006-06-06 14:30:00 +00:00,376.58,390,376.3,389.99
2006-06-07 14:30:00 +00:00,393.24,394.86,386.5,386.51
2006-06-08 14:30:00 +00:00,387.75,394.27,378.59,393.3
2006-06-09 14:30:00 +00:00,392.19,395.43,385.35,386.57
2006-06-12 14:30:00 +00:00,388.34,390.49,381,381.54
2006-06-13 14:30:00 +00:00,380.9,387,378.12,386.52
2006-06-14 14:30:00 +00:00,389.83,391.1,378.52,384.39
2006-06-15 14:30:00 +00:00,386.62,392.25,383,391
2006-06-16 14:30:00 +00:00,389.1,390.93,388,390.7
2006-06-19 14:30:00 +00:00,390.85,394.8,386.98,388.14
2006-06-20 14:30:00 +00:00,388.03,391.87,386.51,387.17
2006-06-21 14:30:00 +00:00,391.06,404,389.75,402.13
2006-06-22 14:30:00 +00:00,401.58,406,388,399.95
2006-06-23 14:30:00 +00:00,402.76,409.75,400.74,404.86
2006-06-26 14:30:00 +00:00,406.75,408.3,403.25,404.22
2006-06-27 14:30:00 +00:00,405.71,408,401.01,402.32
2006-06-28 14:30:00 +00:00,404.01,406.48,401.13,406.11
2006-06-29 14:30:00 +00:00,407.99,418.2,405.82,417.81
2006-06-30 14:30:00 +00:00,415.6,419.33,412.33,419.33
2006-07-03 14:30:00 +00:00,420.04,423.77,419.45,423.2
2006-07-05 14:30:00 +00:00,421.52,422.8,415.64,421.46
2006-07-06 14:30:00 +00:00,423.38,425.38,421.98,423.19
2006-07-07 14:30:00 +00:00,426.05,427.89,415.88,420.45
2006-07-10 14:30:00 +00:00,423.44,425.23,416.38,418.2
2006-07-11 14:30:00 +00:00,418.51,425.05,413.03,424.56
2006-07-12 14:30:00 +00:00,422.09,422.74,416.73,417.25
2006-07-13 14:30:00 +00:00,414,418.34,406.83,408.83
2006-07-14 14:30:00 +00:00,410.33,411.49,398.61,403.5
2006-07-17 14:30:00 +00:00,404.63,411,403.72,407.89
2006-07-18 14:30:00 +00:00,409.75,410.57,397.74,403.05
2006-07-19 14:30:00 +00:00,395.01,401.14,394.66,399
2006-07-20 14:30:00 +00:00,404.28,404.44,385.66,387.12
2006-07-21 14:30:00 +00:00,386.14,391.75,377.69,390.11
2006-07-24 14:30:00 +00:00,392.82,393.89,381.21,390.9
2006-07-25 14:30:00 +00:00,385.02,391.31,383.8,389.36
2006-07-26 14:30:00 +00:00,388.2,391.91,383,385.5
2006-07-27 14:30:00 +00:00,387.37,387.49,377.95,382.4
2006-07-28 14:30:00 +00:00,382,389.56,381.73,388.12
2006-07-31 14:30:00 +00:00,388,389.17,383.31,386.6
2006-08-01 14:30:00 +00:00,385.11,385.77,375.51,375.51
2006-08-02 14:30:00 +00:00,375.6,377.17,365.2,367.23
2006-08-03 14:30:00 +00:00,364.98,377.91,363.36,375.39
2006-08-04 14:30:00 +00:00,379.56,380.68,371.75,373.85
2006-08-07 14:30:00 +00:00,371.5,379.73,371.15,377.95
2006-08-08 14:30:00 +00:00,382.82,384.5,379.09,381
2006-08-09 14:30:00 +00:00,382.8,384.68,376.36,376.94
2006-08-10 14:30:00 +00:00,373.88,377.67,372.46,374.2
2006-08-11 14:30:00 +00:00,374.4,375.28,368,368.5
2006-08-14 14:30:00 +00:00,371.5,375.13,368.67,369.43
2006-08-15 14:30:00 +00:00,374.11,381.67,372.6,380.97
2006-08-16 14:30:00 +00:00,383.48,388.45,382.12,387.72
2006-08-17 14:30:00 +00:00,386.39,390,383.92,385.8
2006-08-18 14:30:00 +00:00,386.31,387.09,380.75,383.36
2006-08-21 14:30:00 +00:00,378.1,379,375.22,377.3
2006-08-22 14:30:00 +00:00,377.73,379.26,374.84,378.29
2006-08-23 14:30:00 +00:00,377.64,378.27,372.66,373.43
2006-08-24 14:30:00 +00:00,374.44,376.4,372.26,373.73
2006-08-25 14:30:00 +00:00,373.08,375.32,372.5,373.26
2006-08-28 14:30:00 +00:00,375.61,380.95,375,380.95
2006-08-29 14:30:00 +00:00,380.78,382.32,377.2,378.95
2006-08-30 14:30:00 +00:00,379.21,384.65,378.51,380.75
2006-08-31 14:30:00 +00:00,381.49,382.15,378.2,378.53
2006-09-01 14:30:00 +00:00,380.99,381.28,377.19,378.6
2006-09-05 14:30:00 +00:00,379.87,385.4,377.44,384.36
2006-09-06 14:30:00 +00:00,382.1,383.19,379.66,380.14
2006-09-07 14:30:00 +00:00,379.39,381.75,377.4,378.49
2006-09-08 14:30:00 +00:00,376.72,380.79,376.72,377.85
2006-09-11 14:30:00 +00:00,378.26,384.69,377.77,384.09
2006-09-12 14:30:00 +00:00,385,392.73,384.88,391.9
2006-09-13 14:30:00 +00:00,395.15,406.76,395.1,406.57
2006-09-14 14:30:00 +00:00,404.3,406.28,401.93,403.98
2006-09-15 14:30:00 +00:00,407.48,410.05,406.74,409.88
2006-09-18 14:30:00 +00:00,410,418.69,409.47,414.69
2006-09-19 14:30:00 +00:00,415.46,415.49,392.74,403.81
2006-09-20 14:30:00 +00:00,407.1,407.39,394.62,397
2006-09-21 14:30:00 +00:00,400.3,408.45,399.86,406.85
2006-09-22 14:30:00 +00:00,404.98,407.45,401.36,403.78
2006-09-25 14:30:00 +00:00,405.58,409.45,402.5,403.98
2006-09-26 14:30:00 +00:00,405.5,407.68,401.77,406.87
2006-09-27 14:30:00 +00:00,406.3,411.22,402.37,402.92
2006-09-28 14:30:00 +00:00,404.08,406.98,400.54,403.58
2006-09-29 14:30:00 +00:00,405.13,405.62,401.41,401.9
2006-10-02 14:30:00 +00:00,401.9,406,400.8,401.44
2006-10-03 14:30:00 +00:00,401.29,406.46,398.19,404.04
2006-10-04 14:30:00 +00:00,404.97,415.77,403.05,415.7
2006-10-05 14:30:00 +00:00,414.7,418.24,410.86,411.81
2006-10-06 14:30:00 +00:00,410.22,421.91,409.75,420.5
2006-10-09 14:30:00 +00:00,424.8,431.95,423.42,429
2006-10-10 14:30:00 +00:00,431.56,437.85,422.39,426.65
2006-10-11 14:30:00 +00:00,425.02,429.91,423.76,426.5
2006-10-12 14:30:00 +00:00,428.56,429.68,424,427.44
2006-10-13 14:30:00 +00:00,427.76,429.5,425.56,427.3
2006-10-16 14:30:00 +00:00,427.7,429.2,421.34,421.75
2006-10-17 14:30:00 +00:00,420.3,423.75,416.7,420.64
2006-10-18 14:30:00 +00:00,422.99,424.75,417.5,419.31
2006-10-19 14:30:00 +00:00,420.23,429.5,419.57,426.06
2006-10-20 14:30:00 +00:00,458.99,460.1,453.59,459.67
2006-10-23 14:30:00 +00:00,462.28,484.64,460.37,480.78
2006-10-24 14:30:00 +00:00,476.28,477.86,471.41,473.31
2006-10-25 14:30:00 +00:00,477.49,488.5,475.11,486.6
2006-10-26 14:30:00 +00:00,487.68,491.96,484.2,485.1
2006-10-27 14:30:00 +00:00,483.9,485.24,472.49,475.2
2006-10-30 14:30:00 +00:00,474.82,480.46,470.01,476.57
2006-10-31 14:30:00 +00:00,478.06,482.16,473.84,476.39
2006-11-01 14:30:00 +00:00,478.76,479.13,465.26,467.5
2006-11-02 14:30:00 +00:00,467.5,473.73,466.38,469.91
2006-11-03 14:30:00 +00:00,472.23,473.75,465.06,471.8
2006-11-06 14:30:00 +00:00,473.77,479.66,472.33,476.95
2006-11-07 14:30:00 +00:00,476.95,479.02,471.77,472.57
2006-11-08 14:30:00 +00:00,470.35,481.74,468.6,475
2006-11-09 14:30:00 +00:00,476.5,479.49,471.86,472.63
2006-11-10 14:30:00 +00:00,473.78,474.72,470.29,473.55
2006-11-13 14:30:00 +00:00,474.9,481.17,474.14,481.03
2006-11-14 14:30:00 +00:00,480.7,489.95,480.5,489.3
2006-11-15 14:30:00 +00:00,493.43,499.85,491.93,491.93
2006-11-16 14:30:00 +00:00,495,497.68,492.56,495.9
2006-11-17 14:30:00 +00:00,493.25,499.66,493,498.79
2006-11-20 14:30:00 +00:00,498.4,498.4,492.65,495.05
2006-11-21 14:30:00 +00:00,496.54,510,495.83,509.65
2006-11-22 14:30:00 +00:00,510.97,513,505.78,508.01
2006-11-24 14:30:00 +00:00,504.5,507.5,504,505
2006-11-27 14:30:00 +00:00,501.37,501.78,484.75,484.75
2006-11-28 14:30:00 +00:00,481.13,489.86,477.03,489.5
2006-11-29 14:30:00 +00:00,494.24,494.74,482.25,484.65
2006-11-30 14:30:00 +00:00,484.19,490.4,481.55,484.81
2006-12-01 14:30:00 +00:00,485.98,488.39,478.5,480.8
2006-12-04 14:30:00 +00:00,483,487.43,479.35,484.85
2006-12-05 14:30:00 +00:00,487.4,489.44,484.89,487
2006-12-06 14:30:00 +00:00,486.96,492.4,484.52,488.71
2006-12-07 14:30:00 +00:00,490.23,491.8,482.42,482.64
2006-12-08 14:30:00 +00:00,481.94,488.6,480,484.11
2006-12-11 14:30:00 +00:00,484.92,488.9,483.8,483.93
2006-12-12 14:30:00 +00:00,483.85,486.36,480.28,481.78
2006-12-13 14:30:00 +00:00,484.69,485.5,477.02,478.99
2006-12-14 14:30:00 +00:00,480.25,483.75,477.26,482.12
2006-12-15 14:30:00 +00:00,482.64,484.11,479.84,480.3
2006-12-18 14:30:00 +00:00,482.51,482.74,460.72,462.8
2006-12-19 14:30:00 +00:00,461.72,469.31,458.5,468.63
2006-12-20 14:30:00 +00:00,470,471.5,462.33,462.9
2006-12-21 14:30:00 +00:00,464.18,465.25,452.34,456.2
2006-12-22 14:30:00 +00:00,457.5,458.64,452.73,455.58
2006-12-26 14:30:00 +00:00,456.52,459.47,454.59,457.53
2006-12-27 14:30:00 +00:00,460,468.08,459.1,468.03
2006-12-28 14:30:00 +00:00,467.12,468.58,462.25,462.56
2006-12-29 14:30:00 +00:00,462.1,464.47,459.86,460.48
2007-01-03 14:30:00 +00:00,466,476.66,461.11,467.59
2007-01-04 14:30:00 +00:00,469,483.95,468.35,483.26
2007-01-05 14:30:00 +00:00,482.5,487.5,478.11,487.19
2007-01-08 14:30:00 +00:00,487.69,489.87,482.2,483.58
2007-01-09 14:30:00 +00:00,485.45,488.25,481.2,485.5
2007-01-10 14:30:00 +00:00,484.43,493.55,482.04,489.46
2007-01-11 14:30:00 +00:00,497.2,501.75,496.18,499.72
2007-01-12 14:30:00 +00:00,501.99,505,500,505
2007-01-16 14:30:00 +00:00,507.55,513,503.3,504.28
2007-01-17 14:30:00 +00:00,503.39,507.77,494.38,497.28
2007-01-18 14:30:00 +00:00,494.52,496.48,487.43,487.83
2007-01-19 14:30:00 +00:00,487.98,490.76,486.74,489.75
2007-01-22 14:30:00 +00:00,492.5,492.65,478.5,480.84
2007-01-23 14:30:00 +00:00,480.79,484.75,477.29,479.05
2007-01-24 14:30:00 +00:00,484.45,499.54,483.29,499.07
2007-01-25 14:30:00 +00:00,501,504.5,485.66,488.09
2007-01-26 14:30:00 +00:00,490.93,497.9,487.03,495.84
2007-01-29 14:30:00 +00:00,498,498.75,490.5,492.47
2007-01-30 14:30:00 +00:00,494,498,491.22,494.32
2007-01-31 14:30:00 +00:00,496.49,505,495.51,501.5
2007-02-01 14:30:00 +00:00,506,506.01,481.53,481.75
2007-02-02 14:30:00 +00:00,482.61,485,477.81,481.5
2007-02-05 14:30:00 +00:00,477.5,478,466.19,467.16
2007-02-06 14:30:00 +00:00,468.1,473.3,467.26,471.48
2007-02-07 14:30:00 +00:00,473.82,474.35,468.78,470.01
2007-02-08 14:30:00 +00:00,468.05,473.75,465.15,471.03
2007-02-09 14:30:00 +00:00,471.65,472.68,461.5,461.89
2007-02-12 14:30:00 +00:00,460.68,462.39,455.02,458.29
2007-02-13 14:30:00 +00:00,459.15,462.78,457.26,459.1
2007-02-14 14:30:00 +00:00,460,469.13,459.22,465.93
2007-02-15 14:30:00 +00:00,466,466.13,460.72,461.47
2007-02-16 14:30:00 +00:00,462.8,470.15,462.06,469.94
2007-02-20 14:30:00 +00:00,468.47,472.75,464.71,472.1
2007-02-21 14:30:00 +00:00,469.84,478.68,467.74,475.86
2007-02-22 14:30:00 +00:00,478.69,484.24,474.39,475.85
2007-02-23 14:30:00 +00:00,475.75,476.95,467.8,470.62
2007-02-26 14:30:00 +00:00,472.83,475.25,463.75,464.93
2007-02-27 14:30:00 +00:00,455,459.8,447.17,448.77
2007-02-28 14:30:00 +00:00,450.41,453.67,443.04,449.45
2007-03-01 14:30:00 +00:00,442.67,452.42,440,448.23
2007-03-02 14:30:00 +00:00,445.11,448.7,438.68,438.68
2007-03-05 14:30:00 +00:00,437.02,445.5,437,440.95
2007-03-06 14:30:00 +00:00,447.47,459,447.38,457.55
2007-03-07 14:30:00 +00:00,462.69,463.14,454.29,455.64
2007-03-08 14:30:00 +00:00,459.22,465.5,454.1,454.72
2007-03-09 14:30:00 +00:00,458,458.4,450.1,452.96
2007-03-12 14:30:00 +00:00,452.57,455.25,451.11,454.75
2007-03-13 14:30:00 +00:00,450.11,451.93,442.83,443.03
2007-03-14 14:30:00 +00:00,443.23,448.66,439,448
2007-03-15 14:30:00 +00:00,447.86,449.82,443.94,446.19
2007-03-16 14:30:00 +00:00,445.65,446.7,439.89,440.85
2007-03-19 14:30:00 +00:00,443.25,448.5,440.63,447.23
2007-03-20 14:30:00 +00:00,445.79,447.6,443.6,445.28
2007-03-21 14:30:00 +00:00,445.3,456.57,445.21,456.55
2007-03-22 14:30:00 +00:00,455.61,462.17,452.53,462.04
2007-03-23 14:30:00 +00:00,461.45,463.39,457.08,461.83
2007-03-26 14:30:00 +00:00,460.55,465,455.62,465
2007-03-27 14:30:00 +00:00,463.55,465.23,460.34,463.62
2007-03-28 14:30:00 +00:00,461.87,465.44,460.15,461.88
2007-03-29 14:30:00 +00:00,464.55,466,455,460.92
2007-03-30 14:30:00 +00:00,462.1,463.4,456.14,458.16
2007-04-02 14:30:00 +00:00,457.76,458.53,452.12,458.53
2007-04-03 14:30:00 +00:00,464.05,474.25,464,472.6
2007-04-04 14:30:00 +00:00,472.14,473,469.58,471.02
2007-04-05 14:30:00 +00:00,471.3,472.09,469.62,471.51
2007-04-09 14:30:00 +00:00,472.98,473,465.59,468.21
2007-04-10 14:30:00 +00:00,467.09,470.79,465.16,466.5
2007-04-11 14:30:00 +00:00,466.06,469.4,462.61,464.53
2007-04-12 14:30:00 +00:00,464,468,462.24,467.39
2007-04-13 14:30:00 +00:00,468.45,468.77,463.36,466.29
2007-04-16 14:30:00 +00:00,468.46,476.99,468.15,474.27
2007-04-17 14:30:00 +00:00,473.8,476.39,471.6,472.8
2007-04-18 14:30:00 +00:00,471.26,479.9,469.53,476.01
2007-04-19 14:30:00 +00:00,474.5,481.95,469.59,471.65
2007-04-20 14:30:00 +00:00,490.52,492.5,482.02,482.48
2007-04-23 14:30:00 +00:00,480.1,485,478.26,479.08
2007-04-24 14:30:00 +00:00,478.61,479.98,475.55,477.53
2007-04-25 14:30:00 +00:00,480,481.37,476.11,477.99
2007-04-26 14:30:00 +00:00,478.1,484.45,477.11,481.18
2007-04-27 14:30:00 +00:00,480.07,482.4,478.33,479.01
2007-04-30 14:30:00 +00:00,479.15,481.35,471.38,471.38
2007-05-01 14:30:00 +00:00,472.19,472.81,464.17,469
2007-05-02 14:30:00 +00:00,468.65,471.08,465.73,465.78
2007-05-03 14:30:00 +00:00,466.22,474.07,465.29,473.23
2007-05-04 14:30:00 +00:00,470.12,474.84,465.88,471.12
2007-05-07 14:30:00 +00:00,472.14,472.82,466.47,467.27
2007-05-08 14:30:00 +00:00,466.13,468.17,464.73,466.81
2007-05-09 14:30:00 +00:00,466.15,471.73,463.88,469.25
2007-05-10 14:30:00 +00:00,467.04,469.49,461.02,461.47
2007-05-11 14:30:00 +00:00,461.83,467,461,466.74
2007-05-14 14:30:00 +00:00,465.48,467.51,460,461.78
2007-05-15 14:30:00 +00:00,461.96,462.54,457.41,458
2007-05-16 14:30:00 +00:00,462,473.14,459.02,472.61
2007-05-17 14:30:00 +00:00,472.46,475.22,470.81,470.96
2007-05-18 14:30:00 +00:00,472.03,472.7,469.75,470.32
2007-05-21 14:30:00 +00:00,469.53,479.2,466.72,470.6
2007-05-22 14:30:00 +00:00,473,479.01,473,475.86
2007-05-23 14:30:00 +00:00,480.82,483.41,473.75,473.97
2007-05-24 14:30:00 +00:00,475.15,479.2,471.5,474.33
2007-05-25 14:30:00 +00:00,479.7,484.95,477.27,483.52
2007-05-29 14:30:00 +00:00,485,491.8,484,487.11
2007-05-30 14:30:00 +00:00,484.5,498.84,483,498.6
2007-05-31 14:30:00 +00:00,500.56,508.78,497.06,497.91
2007-06-01 14:30:00 +00:00,501,505.02,497.93,500.4
2007-06-04 14:30:00 +00:00,497.91,510.51,497.59,507.07
2007-06-05 14:30:00 +00:00,509.75,519,506.61,518.84
2007-06-06 14:30:00 +00:00,516.75,520.78,515.26,518.25
2007-06-07 14:30:00 +00:00,519.75,526.5,512.51,515.06
2007-06-08 14:30:00 +00:00,516.2,519.64,509.46,515.49
2007-06-11 14:30:00 +00:00,514.02,518.25,510,511.34
2007-06-12 14:30:00 +00:00,508.71,511.67,503.17,504.77
2007-06-13 14:30:00 +00:00,507.09,508.54,498.69,505.24
2007-06-14 14:30:00 +00:00,505.38,505.88,501.7,502.84
2007-06-15 14:30:00 +00:00,508.19,509,501.23,505.89
2007-06-18 14:30:00 +00:00,506.18,516,504.24,515.2
2007-06-19 14:30:00 +00:00,514.01,517.25,511.54,514.31
2007-06-20 14:30:00 +00:00,516.96,518.75,509.06,509.97
2007-06-21 14:30:00 +00:00,510.98,515.29,506.28,514.11
2007-06-22 14:30:00 +00:00,516.42,524.99,516.1,524.98
2007-06-25 14:30:00 +00:00,528.98,534.99,523.38,527.42
2007-06-26 14:30:00 +00:00,532.73,533.2,526.24,530.26
2007-06-27 14:30:00 +00:00,525,527.99,519.56,526.29
2007-06-28 14:30:00 +00:00,524.88,529.5,523.8,525.01
2007-06-29 14:30:00 +00:00,526.02,527.4,519.46,522.7
2007-07-02 14:30:00 +00:00,525.49,531.85,524.2,530.38
2007-07-03 14:30:00 +00:00,531.06,534.4,527.5,534.34
2007-07-05 14:30:00 +00:00,535.56,544.4,532.15,541.63
2007-07-06 14:30:00 +00:00,541.25,543.87,538.73,539.4
2007-07-09 14:30:00 +00:00,543,548.74,540.26,542.56
2007-07-10 14:30:00 +00:00,543.79,547,541.65,543.34
2007-07-11 14:30:00 +00:00,543.61,546.5,540.01,544.47
2007-07-12 14:30:00 +00:00,545.86,547.32,540.22,545.33
2007-07-13 14:30:00 +00:00,547.91,552.67,547.25,552.16
2007-07-16 14:30:00 +00:00,550.3,558.58,549.31,552.99
2007-07-17 14:30:00 +00:00,555.04,557.73,552.38,555
2007-07-18 14:30:00 +00:00,553.89,554.5,543.81,549.5
2007-07-19 14:30:00 +00:00,553.46,553.52,542.24,548.59
2007-07-20 14:30:00 +00:00,511.9,523.18,509.5,520.12
2007-07-23 14:30:00 +00:00,519.01,520,512.15,512.51
2007-07-24 14:30:00 +00:00,509.3,518.69,507.11,514
2007-07-25 14:30:00 +00:00,516.98,517.02,505.56,509.76
2007-07-26 14:30:00 +00:00,508.74,512.59,498.88,508
2007-07-27 14:30:00 +00:00,508.53,516.62,505.5,511.89
2007-07-30 14:30:00 +00:00,512.92,519.34,510.5,516.11
2007-07-31 14:30:00 +00:00,520.23,520.44,510,510
2007-08-01 14:30:00 +00:00,510.5,516.51,508.14,512.94
2007-08-02 14:30:00 +00:00,513.72,514.99,509,511.01
2007-08-03 14:30:00 +00:00,510.05,513.2,503,503
2007-08-06 14:30:00 +00:00,503,510.15,502.5,510
2007-08-07 14:30:00 +00:00,509.75,519.88,509.04,516.02
2007-08-08 14:30:00 +00:00,519.34,525.78,517.09,525.78
2007-08-09 14:30:00 +00:00,520.8,526.82,514.63,514.73
2007-08-10 14:30:00 +00:00,510.18,518.72,505.63,515.75
2007-08-13 14:30:00 +00:00,519.54,519.75,513.03,515.5
2007-08-14 14:30:00 +00:00,515.72,517.4,508,508.6
2007-08-15 14:30:00 +00:00,509,511.69,496.71,497.55
2007-08-16 14:30:00 +00:00,492.02,496.43,480.46,491.52
2007-08-17 14:30:00 +00:00,497.44,501,491.65,500.04
2007-08-20 14:30:00 +00:00,502.46,502.56,496,497.92
2007-08-21 14:30:00 +00:00,498.94,508.16,497.77,506.61
2007-08-22 14:30:00 +00:00,509.96,516.25,509.25,512.75
2007-08-23 14:30:00 +00:00,516,516.13,507,512.19
2007-08-24 14:30:00 +00:00,512.61,515.55,508.5,515
2007-08-27 14:30:00 +00:00,514.43,517.45,511.4,513.26
2007-08-28 14:30:00 +00:00,511.53,514.98,505.79,506.4
2007-08-29 14:30:00 +00:00,507.84,513.3,507.23,512.88
2007-08-30 14:30:00 +00:00,512.36,515.4,510.58,511.4
2007-08-31 14:30:00 +00:00,513.1,516.5,511.47,515.25
2007-09-04 14:30:00 +00:00,515.02,528,514.62,525.15
2007-09-05 14:30:00 +00:00,523.4,529.48,522.25,527.8
2007-09-06 14:30:00 +00:00,529.36,529.83,518.24,523.52
2007-09-07 14:30:00 +00:00,517.86,521.24,516.8,519.35
2007-09-10 14:30:00 +00:00,521.28,522.07,510.88,514.48
2007-09-11 14:30:00 +00:00,516.99,521.65,515.73,521.33
2007-09-12 14:30:00 +00:00,520.53,527.98,519,522.65
2007-09-13 14:30:00 +00:00,524.06,527.21,523.22,524.78
2007-09-14 14:30:00 +00:00,523.2,530.27,522.22,528.75
2007-09-17 14:30:00 +00:00,526.53,529.28,524.07,525.3
2007-09-18 14:30:00 +00:00,526.52,537.25,524.27,535.27
2007-09-19 14:30:00 +00:00,539.27,549.45,538.86,546.85
2007-09-20 14:30:00 +00:00,547,556.8,546.03,552.83
2007-09-21 14:30:00 +00:00,556.34,560.79,552.83,560.1
2007-09-24 14:30:00 +00:00,561,571.46,560,568.02
2007-09-25 14:30:00 +00:00,564,569.56,562.86,569
2007-09-26 14:30:00 +00:00,570.4,571.79,563.81,568.16
2007-09-27 14:30:00 +00:00,571.73,571.74,565.78,567.5
2007-09-28 14:30:00 +00:00,567,569.55,564.12,567.27
2007-10-01 14:30:00 +00:00,569.97,584.35,569.61,582.55
2007-10-02 14:30:00 +00:00,583.38,596.81,580.01,584.39
2007-10-03 14:30:00 +00:00,586.25,588.99,580.36,584.02
2007-10-04 14:30:00 +00:00,585.09,585.09,577.06,579.03
2007-10-05 14:30:00 +00:00,587.11,596,587.01,594.05
2007-10-08 14:30:00 +00:00,595,610.26,593.95,609.62
2007-10-09 14:30:00 +00:00,615.11,623.78,608.39,615.18
2007-10-10 14:30:00 +00:00,621.36,625.68,616.8,625.39
2007-10-11 14:30:00 +00:00,633.64,641.41,609,622
2007-10-12 14:30:00 +00:00,623.98,638.4,618.24,637.39
2007-10-15 14:30:00 +00:00,638.47,639.86,615.55,620.11
2007-10-16 14:30:00 +00:00,618.49,625.92,611.99,616
2007-10-17 14:30:00 +00:00,630.45,634,621.59,633.48
2007-10-18 14:30:00 +00:00,635.41,641.37,628.5,639.62
2007-10-19 14:30:00 +00:00,654.56,658.49,643.23,644.71
2007-10-22 14:30:00 +00:00,638.67,655,636.28,650.75
2007-10-23 14:30:00 +00:00,661.25,677.6,660,675.77
2007-10-24 14:30:00 +00:00,672.71,677.47,659.56,675.82
2007-10-25 14:30:00 +00:00,678.68,678.97,663.55,668.51
2007-10-26 14:30:00 +00:00,674.03,676.54,668.06,674.6
2007-10-29 14:30:00 +00:00,677.77,680,672.09,679.23
2007-10-30 14:30:00 +00:00,677.51,699.91,677.51,694.77
2007-10-31 14:30:00 +00:00,700.69,707,696.04,707
2007-11-01 14:30:00 +00:00,702.79,713.72,701.78,703.21
2007-11-02 14:30:00 +00:00,710.51,713.58,697.34,711.25
2007-11-05 14:30:00 +00:00,706.99,730.23,706.07,725.65
2007-11-06 14:30:00 +00:00,737.56,741.79,725,741.79
2007-11-07 14:30:00 +00:00,741.13,747.24,723.14,732.94
2007-11-08 14:30:00 +00:00,734.6,734.89,677.18,693.84
2007-11-09 14:30:00 +00:00,675.78,681.88,661.21,663.97
2007-11-12 14:30:00 +00:00,657.74,669.93,626.21,632.07
2007-11-13 14:30:00 +00:00,644.99,660.92,632.07,660.55
2007-11-14 14:30:00 +00:00,673.28,675.49,636.27,641.68
2007-11-15 14:30:00 +00:00,638.57,647.5,624,629.65
2007-11-16 14:30:00 +00:00,633.94,635.49,616.02,633.63
2007-11-19 14:30:00 +00:00,629.59,636.77,618.5,625.85
2007-11-20 14:30:00 +00:00,636.48,659.1,632.87,648.54
2007-11-21 14:30:00 +00:00,643.77,669.97,642.08,660.52
2007-11-23 14:30:00 +00:00,670,678.28,668.11,676.7
2007-11-26 14:30:00 +00:00,680.2,693.4,665,666
2007-11-27 14:30:00 +00:00,674.8,676.43,650.26,673.57
2007-11-28 14:30:00 +00:00,682.11,694.3,672.14,692.26
2007-11-29 14:30:00 +00:00,690.75,702.79,687.77,697
2007-11-30 14:30:00 +00:00,711,711.06,682.11,693
2007-12-03 14:30:00 +00:00,691.01,695,681.14,681.53
2007-12-04 14:30:00 +00:00,678.31,692,677.12,684.16
2007-12-05 14:30:00 +00:00,692.73,698.93,687.5,698.51
2007-12-06 14:30:00 +00:00,697.8,716.56,697.01,715.26
2007-12-07 14:30:00 +00:00,714.99,718,710.5,714.87
2007-12-10 14:30:00 +00:00,715.99,724.8,714,718.42
2007-12-11 14:30:00 +00:00,719.94,720.99,698.78,699.2
2007-12-12 14:30:00 +00:00,714,714.32,688.5,699.35
