Date,Open,High,Low,Close
2004-10-18 14:30:00 +00:00,143.2,149.2,141.21,149.16
2004-10-19 14:30:00 +00:00,150.5,152.4,147.35,147.94
2004-10-20 14:30:00 +00:00,148.03,148.99,139.6,140.49
2004-10-21 14:30:00 +00:00,144.4,150.13,141.62,149.38
2004-10-22 14:30:00 +00:00,170.54,180.17,164.08,172.43
2004-10-25 14:30:00 +00:00,176.4,194.43,172.55,187.4
2004-10-26 14:30:00 +00:00,186.34,192.64,180,181.8
2004-10-27 14:30:00 +00:00,182.72,189.52,181.77,185.97
2004-10-28 14:30:00 +00:00,186.68,194.39,185.6,193.3
2004-10-29 14:30:00 +00:00,198.89,199.95,190.6,190.64
2004-11-01 14:30:00 +00:00,193.55,197.67,191.27,196.03
2004-11-02 14:30:00 +00:00,198.78,199.25,193.34,194.87
2004-11-03 14:30:00 +00:00,198.18,201.6,190.75,191.67
2004-11-04 14:30:00 +00:00,188.44,190.4,183.35,184.7
2004-11-05 14:30:00 +00:00,181.98,182.3,168.55,169.35
2004-11-08 14:30:00 +00:00,170.93,175.44,169.4,172.55
2004-11-09 14:30:00 +00:00,174.1,175.2,165.27,168.7
2004-11-10 14:30:00 +00:00,170.67,172.52,166.33,167.86
2004-11-11 14:30:00 +00:00,169.13,183.75,167.57,183.02
2004-11-12 14:30:00 +00:00,185.23,189.8,177.4,182
2004-11-15 14:30:00 +00:00,180.45,188.32,178.75,184.87
2004-11-16 14:30:00 +00:00,177.5,179.47,170.83,172.54
2004-11-17 14:30:00 +00:00,169.02,177.5,169,172.5
2004-11-18 14:30:00 +00:00,170.29,174.42,165.73,167.54
2004-11-19 14:30:00 +00:00,169.1,169.98,166.52,169.4
2004-11-22 14:30:00 +00:00,164.47,169.5,161.31,165.1
2004-11-23 14:30:00 +00:00,167.97,170.83,166.5,167.52
2004-11-24 14:30:00 +00:00,174.82,177.21,172.51,174.76
2004-11-26 14:30:00 +00:00,175.8,180.03,175.32,179.39
2004-11-29 14:30:00 +00:00,180.36,182.95,177.51,181.05
2004-11-30 14:30:00 +00:00,180.71,183,180.25,181.98
2004-12-01 14:30:00 +00:00,181.95,182.5,179.55,179.96
2004-12-02 14:30:00 +00:00,179.9,181.51,178.55,179.4
2004-12-03 14:30:00 +00:00,179.95,181.06,177.6,180.4
2004-12-06 14:30:00 +00:00,179.13,180.7,176.02,176.29
2004-12-07 14:30:00 +00:00,176,176.2,170.55,171.43
2004-12-08 14:30:00 +00:00,170.35,173.68,168.73,169.98
2004-12-09 14:30:00 +00:00,170.25,173.5,168.47,173.43
2004-12-10 14:30:00 +00:00,173.43,174.88,171.29,171.65
2004-12-13 14:30:00 +00:00,172.17,173.18,169.45,170.45
2004-12-14 14:30:00 +00:00,171,178.82,169.6,178.69
2004-12-15 14:30:00 +00:00,177.99,180.69,176.66,179.78
2004-12-16 14:30:00 +00:00,176.95,180.49,175.95,176.47
2004-12-17 14:30:00 +00:00,176.76,180.5,176.55,180.08
2004-12-20 14:30:00 +00:00,182,188.46,181.87,185.02
2004-12-21 14:30:00 +00:00,186.31,187.88,183.4,183.75
2004-12-22 14:30:00 +00:00,183.9,186.85,183.01,186.3
2004-12-23 14:30:00 +00:00,187.45,188.6,186,187.9
2004-12-27 14:30:00 +00:00,189.15,193.3,189.1,191.91
2004-12-28 14:30:00 +00:00,192.11,193.55,191.01,192.76
2004-12-29 14:30:00 +00:00,191.78,193.52,191.78,192.9
2004-12-30 14:30:00 +00:00,192.97,198.23,191.85,197.6
2004-12-31 14:30:00 +00:00,199.23,199.88,192.56,192.79
2005-01-03 14:30:00 +00:00,197.4,203.64,195.46,202.71
2005-01-04 14:30:00 +00:00,201.4,202.93,193.48,194.5
2005-01-05 14:30:00 +00:00,193.45,196.9,192.23,193.51
2005-01-06 14:30:00 +00:00,195.08,195.9,187.72,188.55
2005-01-07 14:30:00 +00:00,190.64,194.25,188.78,193.85
2005-01-10 14:30:00 +00:00,194.5,198.1,191.83,195.06
2005-01-11 14:30:00 +00:00,195.62,197.71,193.18,193.54
2005-01-12 14:30:00 +00:00,194.33,195.93,190.5,195.38
2005-01-13 14:30:00 +00:00,195.38,197.39,194.05,195.33
2005-01-14 14:30:00 +00:00,196,200.01,194.13,199.97
2005-01-18 14:30:00 +00:00,200.97,205.02,198.66,203.9
2005-01-19 14:30:00 +00:00,204.65,205.3,196.71,197.3
2005-01-20 14:30:00 +00:00,192.5,196.25,192,193.92
2005-01-21 14:30:00 +00:00,194.54,195.36,188.12,188.28
2005-01-24 14:30:00 +00:00,188.69,189.33,180.32,180.72
2005-01-25 14:30:00 +00:00,181.94,182.24,176.29,177.12
2005-01-26 14:30:00 +00:00,179.27,189.41,179.15,189.24
2005-01-27 14:30:00 +00:00,188.76,188.86,185.2,188.08
2005-01-28 14:30:00 +00:00,190.02,194.7,186.34,190.34
2005-01-31 14:30:00 +00:00,193.69,196.36,191.72,195.62
2005-02-01 14:30:00 +00:00,194.38,196.66,190.63,191.9
2005-02-02 14:30:00 +00:00,215.55,216.8,203.66,205.96
2005-02-03 14:30:00 +00:00,205.99,213.37,205.81,210.86
2005-02-04 14:30:00 +00:00,206.47,207.75,202.6,204.36
2005-02-07 14:30:00 +00:00,205.26,206.4,195.51,196.03
2005-02-08 14:30:00 +00:00,196.96,200.02,194.53,198.64
2005-02-09 14:30:00 +00:00,200.76,201.6,189.46,191.58
2005-02-10 14:30:00 +00:00,191.97,192.21,185.25,187.98
2005-02-11 14:30:00 +00:00,186.66,192.32,186.07,187.4
2005-02-14 14:30:00 +00:00,182.85,193.08,181,192.99
2005-02-15 14:30:00 +00:00,193.6,199.84,193.08,195.23
2005-02-16 14:30:00 +00:00,194.7,199.33,194.3,198.41
2005-02-17 14:30:00 +00:00,197.83,199.75,196.81,197.9
2005-02-18 14:30:00 +00:00,198.51,198.84,196.66,197.95
2005-02-22 14:30:00 +00:00,196.5,198.9,190.39,191.37
2005-02-23 14:30:00 +00:00,193.3,194.48,188.66,193.95
2005-02-24 14:30:00 +00:00,183.37,189.85,182.23,188.89
2005-02-25 14:30:00 +00:00,189.15,189.92,185.51,185.87
2005-02-28 14:30:00 +00:00,186,189.87,185.85,187.99
2005-03-01 14:30:00 +00:00,189.29,189.75,182,186.06
2005-03-02 14:30:00 +00:00,185.95,187.67,184.36,185.18
2005-03-03 14:30:00 +00:00,186.13,187.75,184.31,187.01
2005-03-04 14:30:00 +00:00,186.7,187.25,185.07,185.9
2005-03-07 14:30:00 +00:00,187.78,189.6,187.03,188.81
2005-03-08 14:30:00 +00:00,189.1,189.85,184.97,185.2
2005-03-09 14:30:00 +00:00,184.21,184.65,180.16,181.35
2005-03-10 14:30:00 +00:00,181.01,181.2,177.4,179.98
2005-03-11 14:30:00 +00:00,180.44,180.95,177.15,177.8
2005-03-14 14:30:00 +00:00,178.33,178.4,172.57,174.99
2005-03-15 14:30:00 +00:00,175.3,180,174.21,178.61
2005-03-16 14:30:00 +00:00,176.7,178.61,175.01,175.6
2005-03-17 14:30:00 +00:00,177.13,179.64,175.8,179.29
2005-03-18 14:30:00 +00:00,178.81,180.4,178.31,180.04
2005-03-21 14:30:00 +00:00,179.27,182.17,177.25,180.88
2005-03-22 14:30:00 +00:00,181.18,181.94,177.85,178.6
2005-03-23 14:30:00 +00:00,177.97,180.24,177.97,178.98
2005-03-24 14:30:00 +00:00,180.7,180.86,179.2,179.25
2005-03-28 14:30:00 +00:00,181.68,184.8,180.95,181.42
2005-03-29 14:30:00 +00:00,181.05,183.28,178.07,179.57
2005-03-30 14:30:00 +00:00,180.64,181.45,179.6,180.45
2005-03-31 14:30:00 +00:00,177.95,181.39,177.64,180.51
2005-04-01 14:30:00 +00:00,181.76,182.95,179.99,180.04
2005-04-04 14:30:00 +00:00,179.95,185.32,179.84,185.29
2005-04-05 14:30:00 +00:00,187.73,190.26,187.57,188.57
2005-04-06 14:30:00 +00:00,189.24,189.65,187.58,189.22
2005-04-07 14:30:00 +00:00,188.78,194.62,188.64,193.76
2005-04-08 14:30:00 +00:00,193.69,195.1,191.45,192.05
2005-04-11 14:30:00 +00:00,193.09,194.8,192.32,193.23
2005-04-12 14:30:00 +00:00,193,194.42,189.41,193.96
2005-04-13 14:30:00 +00:00,193.47,194.32,189.73,192.93
2005-04-14 14:30:00 +00:00,193.27,194.36,190.1,191.45
2005-04-15 14:30:00 +00:00,190.1,190.34,184.66,185
2005-04-18 14:30:00 +00:00,184.58,187.88,183.49,186.97
2005-04-19 14:30:00 +00:00,189.33,192,188.03,191.4
2005-04-20 14:30:00 +00:00,198.58,200.5,195.91,198.1
2005-04-21 14:30:00 +00:00,200.42,205,199.32,204.22
2005-04-22 14:30:00 +00:00,222.9,224,214.26,215.81
2005-04-25 14:30:00 +00:00,217.82,224.74,217.52,223.53
2005-04-26 14:30:00 +00:00,220.22,222,218.29,218.75
2005-04-27 14:30:00 +00:00,217.99,220.85,216.74,219.78
2005-04-28 14:30:00 +00:00,219.5,222.08,217.71,219.45
2005-04-29 14:30:00 +00:00,221.91,222.25,217.82,220
2005-05-02 14:30:00 +00:00,222.05,223.7,220.21,222.29
2005-05-03 14:30:00 +00:00,221.85,228.15,221.32,226.19
2005-05-04 14:30:00 +00:00,227.23,229.88,227,228.5
2005-05-05 14:30:00 +00:00,228.62,228.62,225.88,226.98
2005-05-06 14:30:00 +00:00,228.4,229.25,226.47,228.02
2005-05-09 14:30:00 +00:00,228,228.5,225.43,226.02
2005-05-10 14:30:00 +00:00,225.47,227.8,224.72,227.8
2005-05-11 14:30:00 +00:00,228.97,231.98,227.93,231.29
2005-05-12 14:30:00 +00:00,230.81,232.23,228.2,228.72
2005-05-13 14:30:00 +00:00,229.18,231.09,227.32,229.24
2005-05-16 14:30:00 +00:00,229.68,231.62,228.57,231.05
2005-05-17 14:30:00 +00:00,230.56,233.45,230.2,233.13
2005-05-18 14:30:00 +00:00,233.61,239.97,233.52,239.16
2005-05-19 14:30:00 +00:00,240.34,241.17,238.27,239.18
2005-05-20 14:30:00 +00:00,241.21,241.67,239.65,241.61
2005-05-23 14:30:00 +00:00,243.16,258.1,242.71,255.45
2005-05-24 14:30:00 +00:00,256.96,265.44,253.5,256
2005-05-25 14:30:00 +00:00,252.73,260.98,250.63,260.81
2005-05-26 14:30:00 +00:00,260.96,263.76,258.3,259.2
2005-05-27 14:30:00 +00:00,260.46,266.05,259.25,266
2005-05-31 14:30:00 +00:00,269.43,278.4,269.37,277.27
2005-06-01 14:30:00 +00:00,283.2,292.89,282.02,288
2005-06-02 14:30:00 +00:00,288.73,289.78,284.6,287.9
2005-06-03 14:30:00 +00:00,286.79,289.3,277.41,280.26
2005-06-06 14:30:00 +00:00,282.39,293.75,281.83,290.94
2005-06-07 14:30:00 +00:00,297.1,299.59,290.3,293.12
2005-06-08 14:30:00 +00:00,292.85,293.19,278,279.56
2005-06-09 14:30:00 +00:00,284.72,288.5,280.56,286.31
2005-06-10 14:30:00 +00:00,286.99,287.28,280.02,282.5
2005-06-13 14:30:00 +00:00,279.82,284.19,276.52,282.75
2005-06-14 14:30:00 +00:00,278.59,281.24,277.75,278.35
2005-06-15 14:30:00 +00:00,275,277.3,267.43,274.8
2005-06-16 14:30:00 +00:00,274.26,278.3,273.07,277.44
2005-06-17 14:30:00 +00:00,279,280.3,275.9,280.3
2005-06-20 14:30:00 +00:00,276.09,287.67,271.73,286.7
2005-06-21 14:30:00 +00:00,288.07,290.3,284.97,287.84
2005-06-22 14:30:00 +00:00,289.67,292.32,288.67,289.3
2005-06-23 14:30:00 +00:00,288,294.81,286.5,289.71
2005-06-24 14:30:00 +00:00,290.9,298,289.58,297.25
2005-06-27 14:30:00 +00:00,298.9,304.47,293.86,304.1
2005-06-28 14:30:00 +00:00,306.28,309.25,302,302
2005-06-29 14:30:00 +00:00,302.5,304.38,292.15,292.72
2005-06-30 14:30:00 +00:00,294.34,298.93,291.04,294.15
2005-07-01 14:30:00 +00:00,295.04,296.24,289.22,291.25
2005-07-05 14:30:00 +00:00,292.1,295.98,290.23,295.71
2005-07-06 14:30:00 +00:00,297.3,297.6,291.38,291.52
2005-07-07 14:30:00 +00:00,289.39,295.8,288.51,295.54
2005-07-08 14:30:00 +00:00,296.25,297.5,294.05,296.23
2005-07-11 14:30:00 +00:00,296.4,296.6,291.02,293.35
2005-07-12 14:30:00 +00:00,293.39,294.4,290.93,291.78
2005-07-13 14:30:00 +00:00,292.51,299.24,292.1,298.86
2005-07-14 14:30:00 +00:00,305.34,306.75,300.07,300.89
2005-07-15 14:30:00 +00:00,301.24,303.4,299.78,301.19
2005-07-18 14:30:00 +00:00,300,301.9,297.75,299.54
2005-07-19 14:30:00 +00:00,302.1,310.35,301.8,309.9
2005-07-20 14:30:00 +00:00,305.57,312.61,301.8,312
2005-07-21 14:30:00 +00:00,314.05,317.8,311.21,313.94
2005-07-22 14:30:00 +00:00,306.37,309.25,296.33,302.4
2005-07-25 14:30:00 +00:00,302.39,303.29,294.96,295.85
2005-07-26 14:30:00 +00:00,295.01,298,292.09,296.09
2005-07-27 14:30:00 +00:00,297.74,298.23,292.4,296.93
2005-07-28 14:30:00 +00:00,297.41,297.41,293.28,293.5
2005-07-29 14:30:00 +00:00,292.14,292.84,286.99,287.76
2005-08-01 14:30:00 +00:00,288.12,292.5,288.1,291.61
2005-08-02 14:30:00 +00:00,291.6,299.52,291.12,299.19
2005-08-03 14:30:00 +00:00,298,299.72,295.6,297.3
2005-08-04 14:30:00 +00:00,295.55,299,295.25,297.73
2005-08-05 14:30:00 +00:00,297.5,298.51,291.31,292.35
2005-08-08 14:30:00 +00:00,293.6,295.65,290.49,291.25
2005-08-09 14:30:00 +00:00,291.96,292.68,288.51,291.57
2005-08-10 14:30:00 +00:00,291.3,292.33,284.88,285.68
2005-08-11 14:30:00 +00:00,285.89,286.58,280.62,284.05
2005-08-12 14:30:00 +00:00,283.36,290.2,281.64,289.72
2005-08-15 14:30:00 +00:00,289.8,292.77,283.77,284
2005-08-16 14:30:00 +00:00,284.88,287.79,283.34,285.65
2005-08-17 14:30:00 +00:00,285.51,286.57,284,285.1
2005-08-18 14:30:00 +00:00,275.91,280.5,275,279.99
2005-08-19 14:30:00 +00:00,280.99,281.45,279.62,280
2005-08-22 14:30:00 +00:00,281.24,281.47,273.35,274.01
2005-08-23 14:30:00 +00:00,276.16,279.74,274.12,279.58
2005-08-24 14:30:00 +00:00,277.57,284.75,276.45,282.57
2005-08-25 14:30:00 +00:00,282.55,284,279.97,282.59
2005-08-26 14:30:00 +00:00,283.48,285.02,282.66,283.58
2005-08-29 14:30:00 +00:00,282.24,289.12,282.24,288.45
2005-08-30 14:30:00 +00:00,287.39,289.51,285.88,287.27
2005-08-31 14:30:00 +00:00,288.23,288.5,284.36,286
2005-09-01 14:30:00 +00:00,285.91,287.5,285,286.25
2005-09-02 14:30:00 +00:00,286.51,289.99,286.44,288.45
2005-09-06 14:30:00 +00:00,289,289.39,286.8,287.11
2005-09-07 14:30:00 +00:00,285.89,295.5,285.28,294.87
2005-09-08 14:30:00 +00:00,294.83,299.28,293.36,295.39
2005-09-09 14:30:00 +00:00,297.28,299.1,296.56,299.09
2005-09-12 14:30:00 +00:00,301.75,311.42,301,309.74
2005-09-13 14:30:00 +00:00,309,315.53,306.17,311.68
2005-09-14 14:30:00 +00:00,308.73,313.28,300.3,303
2005-09-15 14:30:00 +00:00,299.52,306.75,297.91,302.62
2005-09-16 14:30:00 +00:00,304.02,304.5,299.87,300.2
2005-09-19 14:30:00 +00:00,301,306,300.71,303.79
2005-09-20 14:30:00 +00:00,306.15,311.3,305.23,307.91
2005-09-21 14:30:00 +00:00,308.41,313.76,305.96,311.9
2005-09-22 14:30:00 +00:00,311.5,319.22,310.17,311.37
2005-09-23 14:30:00 +00:00,313,317.21,312.59,315.36
2005-09-26 14:30:00 +00:00,319.5,320.95,312.56,314.28
2005-09-27 14:30:00 +00:00,314.95,318.41,313.38,313.94
2005-09-28 14:30:00 +00:00,314.22,315.1,305.6,306
2005-09-29 14:30:00 +00:00,306.68,310.72,306.08,309.62
2005-09-30 14:30:00 +00:00,314.22,317.5,312.29,316.46
2005-10-03 14:30:00 +00:00,313.63,320.11,312.79,318.68
2005-10-04 14:30:00 +00:00,319.95,321.28,310.74,311
2005-10-05 14:30:00 +00:00,312.69,314.9,308,310.71
2005-10-06 14:30:00 +00:00,314.14,314.48,310.09,312.75
2005-10-07 14:30:00 +00:00,314.79,316.67,310.54,312.99
2005-10-10 14:30:00 +00:00,313.31,314.82,309.15,310.65
2005-10-11 14:30:00 +00:00,310.61,312.65,304.86,306.1
2005-10-12 14:30:00 +00:00,305.2,307.19,299,300.97
2005-10-13 14:30:00 +00:00,302,302,290.68,297.44
2005-10-14 14:30:00 +00:00,299.9,300.23,292.54,296.14
2005-10-17 14:30:00 +00:00,297.5,305.2,294.56,305
2005-10-18 14:30:00 +00:00,304.96,307.96,302.74,303.28
2005-10-19 14:30:00 +00:00,304,309.87,303.96,308.7
2005-10-20 14:30:00 +00:00,309.99,311.13,301.21,303.2
2005-10-21 14:30:00 +00:00,345.8,346.43,333,339.9
2005-10-24 14:30:00 +00:00,343.37,349.3,342.19,348.65
2005-10-25 14:30:00 +00:00,345.78,347.4,342.86,346.91
2005-10-26 14:30:00 +00:00,346.28,356,346.19,355.44
2005-10-27 14:30:00 +00:00,356.6,357.09,351.68,353.06
2005-10-28 14:30:00 +00:00,355.27,358.95,355.02,358.17
2005-10-31 14:30:00 +00:00,360.24,374.75,359.51,372.14
2005-11-01 14:30:00 +00:00,371.86,383.9,369.01,379.38
2005-11-02 14:30:00 +00:00,381.7,385,377.17,379.68
2005-11-03 14:30:00 +00:00,382.41,386.58,381.38,385.95
2005-11-04 14:30:00 +00:00,389.98,391.79,385.45,390.43
2005-11-07 14:30:00 +00:00,395.1,397.47,392.15,395.03
2005-11-08 14:30:00 +00:00,394.25,395.59,388.58,389.9
2005-11-09 14:30:00 +00:00,386.67,388.29,378.03,379.15
2005-11-10 14:30:00 +00:00,378.36,391.35,377.43,391.1
2005-11-11 14:30:00 +00:00,395.12,396.9,388.85,390.4
2005-11-14 14:30:00 +00:00,392.12,398.22,391.53,396.97
2005-11-15 14:30:00 +00:00,394.38,397,390.95,392.8
2005-11-16 14:30:00 +00:00,396.2,398.85,394.11,398.15
2005-11-17 14:30:00 +00:00,401.8,403.81,399.53,403.45
2005-11-18 14:30:00 +00:00,403.49,404.5,399.85,400.21
2005-11-21 14:30:00 +00:00,399.17,409.98,393.49,409.36
2005-11-22 14:30:00 +00:00,408.65,417.31,406.23,416.47
2005-11-23 14:30:00 +00:00,417.04,424.72,415.78,422.86
2005-11-25 14:30:00 +00:00,425.78,428.75,425.3,428.62
2005-11-28 14:30:00 +00:00,429.82,431.24,422.44,423.48
2005-11-29 14:30:00 +00:00,424.46,426.4,402.14,403.54
2005-11-30 14:30:00 +00:00,404.26,408.45,395.56,404.91
2005-12-01 14:30:00 +00:00,409.2,415.44,408.29,414.09
2005-12-02 14:30:00 +00:00,416.94,419.53,413.86,417.7
2005-12-05 14:30:00 +00:00,417,417.5,404.28,405.85
2005-12-06 14:30:00 +00:00,408.7,416.41,401.7,404.54
2005-12-07 14:30:00 +00:00,406.16,406.7,399.01,404.22
2005-12-08 14:30:00 +00:00,405.3,410.65,402.64,410.65
2005-12-09 14:30:00 +00:00,415,415.78,408.56,409.2
2005-12-12 14:30:00 +00:00,414.63,415.21,409.95,412.61
2005-12-13 14:30:00 +00:00,412.5,418,411.64,417.49
2005-12-14 14:30:00 +00:00,417.04,419.73,415.49,418.96
2005-12-15 14:30:00 +00:00,419.11,423.14,416.5,422.55
2005-12-16 14:30:00 +00:00,425.34,432.5,422.75,430.15
2005-12-19 14:30:00 +00:00,432.2,446.21,420.11,424.6
2005-12-20 14:30:00 +00:00,427.86,432.2,424.67,429.74
2005-12-21 14:30:00 +00:00,433.55,436.86,420.71,426.33
2005-12-22 14:30:00 +00:00,431.77,432.86,425.93,432.04
2005-12-23 14:30:00 +00:00,432.15,432.5,428.78,430.93
2005-12-27 14:30:00 +00:00,431.86,431.86,422.76,424.64
2005-12-28 14:30:00 +00:00,424.34,427.78,421.26,426.69
2005-12-29 14:30:00 +00:00,427.98,428.73,419.17,420.15
2005-12-30 14:30:00 +00:00,417.27,418.21,413.74,414.86
2006-01-03 14:30:00 +00:00,422.52,435.67,418.22,435.23
2006-01-04 14:30:00 +00:00,443.9,448.96,439.75,445.24
2006-01-05 14:30:00 +00:00,446,451.55,441.5,451.24
2006-01-06 14:30:00 +00:00,456.87,470.5,453.24,465.66
2006-01-09 14:30:00 +00:00,466.41,473.4,460.94,466.9
2006-01-10 14:30:00 +00:00,464.42,470.25,462.04,469.76
2006-01-11 14:30:00 +00:00,471.27,475.11,469.18,471.63
2006-01-12 14:30:00 +00:00,473.72,474.99,461.5,463.63
2006-01-13 14:30:00 +00:00,464.31,466.89,461.61,466.25
2006-01-17 14:30:00 +00:00,463.06,469.9,462.53,467.11
2006-01-18 14:30:00 +00:00,447.3,457.36,443.25,444.91
2006-01-19 14:30:00 +00:00,451.17,453.49,433,436.45
2006-01-20 14:30:00 +00:00,438.7,440.03,394.74,399.46
2006-01-23 14:30:00 +00:00,407.38,428.39,405.73,427.5
2006-01-24 14:30:00 +00:00,436.03,444.95,434.48,443.03
2006-01-25 14:30:00 +00:00,451.26,454.23,429.22,433
2006-01-26 14:30:00 +00:00,439.54,439.99,423.56,434.27
2006-01-27 14:30:00 +00:00,435,438.22,428.98,433.49
2006-01-30 14:30:00 +00:00,429.23,433.28,425,426.82
2006-01-31 14:30:00 +00:00,430.57,439.6,423.97,432.66
2006-02-01 14:30:00 +00:00,389.03,402,387.52,401.78
2006-02-02 14:30:00 +00:00,403.82,406.5,395.98,396.04
2006-02-03 14:30:00 +00:00,393.62,393.9,372.57,381.55
2006-02-06 14:30:00 +00:00,385.31,389.9,379.56,385.1
2006-02-07 14:30:00 +00:00,382.99,383.7,363.35,367.92
2006-02-08 14:30:00 +00:00,368.48,370.69,354.67,369.08
2006-02-09 14:30:00 +00:00,371.2,374.4,356.11,358.77
2006-02-10 14:30:00 +00:00,361.95,364.5,353.14,362.61
2006-02-13 14:30:00 +00:00,346.64,350.6,341.89,345.7
2006-02-14 14:30:00 +00:00,345.33,351.69,342.4,343.32
2006-02-15 14:30:00 +00:00,341.27,346,337.83,342.38
2006-02-16 14:30:00 +00:00,345.67,367,344.49,366.46
2006-02-17 14:30:00 +00:00,369.86,372.14,363.62,368.75
2006-02-21 14:30:00 +00:00,366.44,373.54,365.11,366.59
2006-02-22 14:30:00 +00:00,367.15,368.95,363.86,365.49
2006-02-23 14:30:00 +00:00,365.61,381.24,365.39,378.07
2006-02-24 14:30:00 +00:00,377.3,380.07,373.49,377.4
2006-02-27 14:30:00 +00:00,381.27,391.7,380.28,390.38
2006-02-28 14:30:00 +00:00,393.2,397.54,338.51,362.62
2006-03-01 14:30:00 +00:00,368.56,369.45,361.3,364.8
2006-03-02 14:30:00 +00:00,364.28,381.1,362.2,376.45
2006-03-03 14:30:00 +00:00,384.3,387.24,375.76,378.18
2006-03-06 14:30:00 +00:00,380.91,383.4,367.14,368.1
2006-03-07 14:30:00 +00:00,365.02,368.45,358.15,364.45
2006-03-08 14:30:00 +00:00,353.93,360.03,350.54,353.88
2006-03-09 14:30:00 +00:00,355.39,358.53,341.5,343
2006-03-10 14:30:00 +00:00,343.5,344.5,331.55,337.5
2006-03-13 14:30:00 +00:00,340.93,346.1,335.45,337.06
2006-03-14 14:30:00 +00:00,337.14,352.37,332.62,351.16
2006-03-15 14:30:00 +00:00,350.77,352.3,340.53,344.5
2006-03-16 14:30:00 +00:00,348.61,348.75,337.9,338.77
2006-03-17 14:30:00 +00:00,338.8,341.78,334.93,339.79
2006-03-20 14:30:00 +00:00,342.34,350.09,341.54,348.19
2006-03-21 14:30:00 +00:00,350.01,351.66,339.08,339.92
2006-03-22 14:30:00 +00:00,339.75,344.1,337.5,340.22
2006-03-23 14:30:00 +00:00,342.35,345.75,340.2,341.89
2006-03-24 14:30:00 +00:00,368.62,370.09,362.51,365.8
2006-03-27 14:30:00 +00:00,367.09,371.71,365,369.69
2006-03-28 14:30:00 +00:00,371.71,377.86,371.17,377.2
2006-03-29 14:30:00 +00:00,379.94,399,379.51,394.98
2006-03-30 14:30:00 +00:00,389.19,393.5,383.61,388.44
2006-03-31 14:30:00 +00:00,388.74,391.87,384.03,390
2006-04-03 14:30:00 +00:00,389.53,392.47,387.93,389.7
2006-04-04 14:30:00 +00:00,389.9,404.9,388.14,404.34
2006-04-05 14:30:00 +00:00,408.2,414.57,402.82,407.99
2006-04-06 14:30:00 +00:00,406.49,413.89,405.43,411.18
2006-04-07 14:30:00 +00:00,412.41,412.85,404.02,406.16
2006-04-10 14:30:00 +00:00,407.08,417.17,405.25,416.38
2006-04-11 14:30:00 +00:00,416.42,419.1,406.22,409.66
2006-04-12 14:30:00 +00:00,409,411.33,405.19,408.95
